County,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/13/2021,01/14/2021,01/15/2021,01/16/2021,01/17/2021,01/18/2021,01/19/2021,01/20/2021,01/21/2021,01/22/2021,01/23/2021,01/24/2021,01/25/2021,01/26/2021,01/27/2021,01/28/2021,01/29/2021,01/30/2021,01/31/2021,02/01/2021,02/02/2021,02/03/2021,02/04/2021,02/05/2021,02/06/2021,02/07/2021,02/08/2021,02/09/2021,02/10/2021,02/11/2021,02/12/2021,02/13/2021,02/14/2021,02/15/2021,02/16/2021,02/17/2021,02/18/2021,02/19/2021,02/20/2021,02/21/2021,02/22/2021,02/23/2021,02/24/2021,02/25/2021,02/26/2021,02/27/2021,02/28/2021,03/01/2021,03/02/2021,03/03/2021,03/04/2021,03/05/2021,03/06/2021,03/07/2021,03/08/2021,03/09/2021,03/10/2021,03/11/2021,03/12/2021,03/13/2021,03/14/2021,03/15/2021,03/16/2021,03/17/2021,03/18/2021,03/19/2021,03/20/2021,03/21/2021,03/22/2021,03/23/2021,03/24/2021,03/25/2021,03/26/2021,03/27/2021,03/28/2021,03/29/2021,03/30/2021,03/31/2021,04/01/2021,04/02/2021,04/03/2021,04/04/2021,04/05/2021,04/06/2021,04/07/2021,04/08/2021,04/09/2021,04/10/2021,04/11/2021,04/12/2021,04/13/2021,04/14/2021,04/15/2021,04/16/2021,04/17/2021,04/18/2021,04/19/2021,04/20/2021,04/21/2021,04/22/2021,04/23/2021,04/24/2021,04/25/2021,04/26/2021,04/27/2021,04/28/2021,04/29/2021,04/30/2021,05/01/2021,05/02/2021,05/03/2021,05/04/2021,05/05/2021,05/06/2021,05/07/2021,05/08/2021,05/09/2021,05/10/2021,05/11/2021,05/12/2021,05/13/2021,05/14/2021,05/15/2021,05/16/2021,05/17/2021,05/18/2021,05/19/2021,05/20/2021,05/21/2021,05/22/2021,05/23/2021,05/24/2021,05/25/2021,05/26/2021,05/27/2021,05/28/2021,05/29/2021,05/30/2021,05/31/2021,06/01/2021,06/02/2021,06/03/2021,06/04/2021,06/05/2021,06/06/2021,06/07/2021,06/08/2021,06/09/2021,06/10/2021,06/11/2021,06/12/2021,06/13/2021,06/14/2021,06/15/2021,06/16/2021,06/17/2021,06/18/2021,06/19/2021,06/20/2021,06/21/2021,06/22/2021,06/23/2021,06/24/2021,06/25/2021,06/26/2021,06/27/2021,06/28/2021,06/29/2021,06/30/2021,07/01/2021,07/02/2021,07/03/2021,07/04/2021,07/05/2021,07/06/2021,07/07/2021,07/08/2021,07/09/2021,07/10/2021,07/11/2021,07/12/2021,07/13/2021,07/14/2021,07/15/2021,07/16/2021,07/17/2021,07/18/2021,07/19/2021,07/20/2021,07/21/2021,07/22/2021,07/23/2021,07/24/2021,07/25/2021,07/26/2021,07/27/2021,07/28/2021,07/29/2021,07/30/2021,07/31/2021,08/01/2021,08/02/2021,08/03/2021,08/04/2021,08/05/2021,08/06/2021,08/07/2021,08/08/2021,08/09/2021,08/10/2021,08/11/2021,08/12/2021,08/13/2021,08/14/2021,08/15/2021,08/16/2021,08/17/2021,08/18/2021,08/19/2021,08/20/2021,08/21/2021,08/22/2021,08/23/2021,08/24/2021,08/25/2021,08/26/2021,08/27/2021,08/28/2021,08/29/2021,08/30/2021,08/31/2021,09/01/2021,09/02/2021,09/03/2021,09/04/2021,09/05/2021,09/06/2021,09/07/2021,09/08/2021,09/09/2021,09/10/2021,09/11/2021,09/12/2021,09/13/2021,09/14/2021,09/15/2021,09/16/2021,09/17/2021,09/18/2021,09/19/2021,09/20/2021,09/21/2021,09/22/2021,09/23/2021,09/24/2021,09/25/2021,09/26/2021,09/27/2021,09/28/2021,09/29/2021,09/30/2021,10/01/2021,10/02/2021,10/03/2021,10/04/2021,10/05/2021,10/06/2021,10/07/2021,10/08/2021,10/09/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/01/2021,11/02/2021,11/03/2021,11/04/2021,11/05/2021,11/06/2021,11/07/2021,11/08/2021,11/09/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/01/2021,12/02/2021,12/03/2021,12/04/2021,12/05/2021,12/06/2021,12/07/2021,12/08/2021,12/09/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021
Lamb,4,-1,0,0,6,42,12,5,4,0,0,-2,9,8,13,2,0,0,0,1,0,3,12,0,0,5,10,1,0,6,0,0,5,4,2,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,7,0,0,0,0,0,10,0,0,0,0,0,0,-1,0,0,0,0,1,2,1,1,0,0,2,1,0,-1,1,0,0,1,4,2,2,0,0,0,-1,-5,0,2,3,0,0,0,-1,0,1,0,0,0,0,2,2,3,0,0,0,3,2,1,1,0,0,0,2,-1,1,1,4,0,0,1,0,2,0,1,0,0,1,4,1,0,0,0,0,2,3,1,-3,1,0,0,-4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,0,-2,0,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,4,1,2,3,2,0,0,1,3,-1,3,3,0,0,3,4,2,3,9,0,0,4,4,6,9,9,0,0,4,9,7,16,2,0,0,9,6,12,11,0,0,0,14,2,1,15,8,0,0,0,37,3,0,3,0,0,0,17,0,2,0,0,0,4,1,42,7,2,0,0,1,11,1,0,0,0,0,3,1,1,0,2,0,0,1,0,2,0,0,0,0,0,4,0,1,0,0,0,7,2,0,0,4,0,0,5,0,0,5,1,0,0,2,1,2,0,1,0,0,1,2,0,0,2,0,0,4,2,0,3,0,0,0,1,0,0,0,0,0,12,3,2,1,1,6,1,1,0,3,4,1,1,0,1,3,3,2,16,1,1,0,1,3,7,4,2,0,0,3,2,5,5
Lampasas,20,0,3,0,9,15,13,20,6,12,0,1,7,26,12,4,4,6,-1,13,13,22,21,0,0,19,16,9,27,21,3,131,51,18,11,17,12,0,14,18,7,20,13,5,0,0,17,0,3,2,3,0,5,9,3,3,4,3,0,4,3,3,0,2,0,0,2,2,1,3,2,5,0,1,0,5,0,-1,-2,0,6,-2,0,2,0,1,0,3,1,1,2,1,6,0,3,4,5,3,1,2,0,2,4,0,2,2,0,0,1,3,6,2,0,1,0,0,0,5,3,2,2,0,2,0,1,0,2,1,0,3,2,0,0,1,0,0,0,3,0,1,0,1,0,1,-1,2,0,1,0,0,0,0,2,0,-3,1,0,1,0,0,2,1,0,0,1,1,0,0,3,1,0,0,2,1,0,0,2,0,0,0,1,1,1,1,0,4,0,2,2,0,5,0,0,2,2,12,4,2,0,0,5,6,10,9,6,0,10,5,5,14,6,25,-1,25,8,11,12,9,28,0,8,4,13,13,16,13,0,15,9,25,17,20,12,0,13,9,22,11,21,41,0,36,15,3,1,78,32,0,38,33,4,8,20,3,0,11,49,11,6,1,28,0,0,20,3,9,0,12,0,16,3,2,9,9,12,0,0,10,1,7,5,5,0,15,0,3,9,2,4,0,4,1,1,4,1,6,0,4,1,0,0,6,4,0,2,0,1,2,0,5,0,3,0,0,0,0,0,0,0,2,0,0,14,3,0,1,0,5,0,0,0,0,13,5,1,5,1,1,0,1,0,1,13,1,9,2,0,0,2,1,0,11,0,0,0,9,3,2,1,1,3,0,2,2,0
Lavaca,1,0,0,0,24,5,25,5,8,0,0,4,24,0,12,11,0,0,0,5,17,12,6,0,0,0,8,27,6,20,0,0,2,10,4,5,1,0,0,2,10,5,3,3,0,0,0,0,0,2,0,0,0,11,3,3,1,0,1,0,2,4,4,2,7,0,0,1,0,1,3,6,0,0,-1,5,0,1,0,-1,0,2,5,1,2,1,0,0,0,3,0,1,0,0,0,3,6,0,0,2,0,0,0,1,3,1,3,0,0,3,3,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0,1,2,0,0,0,3,3,-1,1,2,0,0,2,0,2,1,0,0,0,0,2,1,0,-1,0,0,0,1,3,0,0,0,0,1,2,1,0,0,0,0,0,0,1,-1,0,0,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,4,1,2,-1,0,0,0,1,1,1,1,1,0,0,9,0,0,3,0,0,0,8,1,2,6,4,0,0,13,4,0,13,0,0,0,14,10,5,6,1,0,0,2,0,9,2,0,0,1,20,0,4,4,6,0,0,0,18,9,4,0,0,4,13,0,6,0,0,0,11,1,11,0,0,0,0,5,1,6,1,0,0,0,0,0,5,2,0,0,0,0,2,0,3,2,0,0,0,0,0,2,0,0,0,0,1,0,4,1,0,0,0,0,0,0,2,0,0,2,2,0,0,9,0,0,0,5,6,0,7,0,0,7,0,0,0,0,0,0,0,-10,0,0,5,3,1,0,1,2,0,0,0,0,1,1,0,2,2,1,1,3,0,1,1,0,0,4,0,0,3,2,2
Lee,8,0,6,0,2,4,5,6,3,0,0,1,14,10,3,10,1,1,1,6,3,1,2,0,0,0,2,7,1,3,3,79,21,6,5,14,3,0,0,7,5,12,11,2,0,0,12,4,4,4,5,0,2,4,1,1,1,3,0,5,1,1,4,2,1,0,0,5,4,2,0,1,0,2,0,3,3,-3,-2,0,0,0,0,1,2,1,0,4,2,0,3,0,-2,0,0,0,0,1,0,1,0,2,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,2,0,1,2,0,5,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,2,0,0,0,1,1,0,0,1,0,0,0,0,3,-1,-2,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,3,0,0,3,0,4,3,1,6,-1,8,5,4,6,7,2,0,4,3,4,5,5,9,0,8,5,9,4,11,8,0,4,0,4,3,2,3,0,15,3,1,2,18,3,0,6,7,2,5,3,3,0,9,4,5,2,5,3,0,0,2,5,2,0,10,0,12,1,1,1,3,6,0,6,3,0,4,0,4,0,7,8,6,4,2,7,0,6,5,2,0,1,6,0,4,5,2,0,7,3,0,3,2,1,0,0,3,0,2,0,0,0,0,0,2,0,2,2,1,0,1,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,2
Leon,12,0,0,0,9,3,3,16,1,2,0,2,4,16,8,0,0,2,0,4,3,1,3,0,1,8,2,0,1,5,2,124,9,11,3,4,2,0,5,3,0,5,4,3,0,0,6,2,2,1,0,0,1,0,2,3,1,3,0,4,0,1,0,0,1,0,2,3,1,1,3,0,0,2,0,2,2,-1,3,0,5,-2,1,0,1,0,0,2,-1,0,0,0,2,0,2,3,0,0,1,1,0,2,0,1,0,0,0,0,0,2,3,-1,0,0,0,3,1,1,0,1,-1,0,2,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,-1,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,2,1,0,0,2,3,0,0,0,2,5,0,4,0,7,1,2,7,2,8,0,11,3,2,4,7,9,0,8,13,6,1,13,2,0,15,6,8,9,9,8,0,7,12,5,8,6,17,0,9,2,7,2,26,6,0,31,16,6,9,12,9,0,7,6,6,8,9,9,0,0,12,11,2,0,14,0,8,2,10,6,4,0,0,7,5,2,5,0,5,0,0,2,1,3,2,0,0,3,1,2,1,1,0,0,3,0,0,0,1,0,0,2,1,1,1,0,0,0,2,0,1,1,0,0,1,0,3,0,0,4,1,0,0,0,4,0,0,0,0,4,4,0,1,0,1,0,0,0,3,3,1,0,1,2,0,0,1,1,1,3,0,1,5,3,0,1,2,1,1,3,3,8
Liberty,16,14,49,76,25,40,29,10,29,17,57,32,72,24,26,41,39,31,37,30,165,33,48,17,22,56,26,42,32,27,32,6,91,31,28,33,36,21,25,47,22,13,38,21,20,13,27,15,7,4,5,2,4,63,5,14,12,20,29,9,11,6,11,7,7,6,2,14,12,2,17,15,7,12,-5,5,1,1,-3,22,9,2,8,0,10,5,2,7,12,0,-2,7,12,3,7,6,8,4,6,1,8,14,8,8,15,1,2,9,11,-14,18,18,1,-5,29,18,6,7,9,26,10,0,16,25,1,4,13,7,8,4,-9,-1,4,6,3,1,5,11,2,-2,4,-8,2,13,4,10,4,17,-14,0,0,0,-34,4,7,-1,4,5,5,0,2,3,-3,4,4,2,4,4,14,-4,10,2,-2,4,3,-1,12,6,6,7,8,10,2,-2,5,1,7,4,4,1,1,5,5,-1,4,1,10,0,18,0,8,2,20,15,11,17,15,20,20,29,24,25,27,33,42,20,43,52,36,42,16,28,55,36,46,53,70,30,27,57,44,32,22,39,44,8,37,72,27,-7,62,83,0,28,172,92,105,95,40,36,88,54,70,40,36,27,59,35,47,73,-41,46,33,13,41,14,26,32,19,25,9,6,18,10,7,22,20,9,17,-3,3,6,18,10,6,5,6,16,9,5,5,3,2,2,10,5,8,4,11,0,21,0,4,3,4,5,-5,8,4,5,4,4,11,2,2,4,7,6,7,4,2,11,9,0,4,1,1,5,-2,0,0,0,4,30,13,4,11,16,5,1,13,4,8,9,5,1,5,4,2,7,7,12,7,4,12,9,26,21,18,18,19,14,23,19,14
Limestone,28,0,3,0,18,18,2,2,0,4,1,0,2,5,16,5,0,0,0,6,5,3,4,0,0,0,1,4,8,14,1,200,26,8,12,26,9,1,12,9,5,7,13,15,0,0,7,1,0,9,2,0,3,0,3,16,2,0,0,12,0,0,2,2,1,0,1,0,1,1,0,1,0,0,0,2,0,-1,-1,0,1,-4,0,2,0,0,0,1,0,1,-1,0,2,0,0,2,0,0,3,0,0,2,2,4,1,0,2,0,1,3,3,2,5,0,0,0,0,3,0,3,4,0,3,3,0,0,3,1,0,3,4,0,1,1,0,0,2,0,0,2,3,0,0,2,0,2,1,0,0,0,0,0,0,0,-2,0,0,2,0,1,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,9,7,5,3,0,0,3,4,9,6,3,0,8,4,15,7,3,6,0,6,5,3,6,3,4,0,9,13,9,4,10,2,0,4,6,6,3,3,2,0,1,3,16,0,8,8,0,12,0,8,6,12,1,0,8,9,2,7,0,4,0,7,5,7,3,3,7,0,0,6,6,5,0,5,0,7,3,5,1,3,0,0,6,5,1,3,3,4,0,9,6,1,0,2,2,0,6,1,0,2,0,2,0,1,1,0,0,0,0,0,3,0,1,1,0,1,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,2,0,1,0,0,0,0,0,0,2,5,6,1,1,0,4,4,3,0,5,0,1,1,0,3,3,2,0,2,1,1,7,11,1,0,0,2,5,2,0
Lipscomb,9,0,0,0,1,1,0,5,3,0,0,1,0,0,1,0,0,0,3,2,0,6,2,0,0,2,4,0,0,8,0,0,4,2,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,3,2,1,0,1,0,0,1,0,0,0,3,0,0,2,0,1,0,1,0,0,1,0,3,0,1,0,0,5,1,0,3,1,0,0,0,0,0,0,0,0,2,0,3,2,0,2,0,0,1,2,0,3,0,0,0,0,3,1,3,1,0,0,2,2,1,2,0,0,0,4,2,5,3
Live Oak,34,0,0,0,2,22,0,17,6,0,0,16,0,10,3,9,0,0,0,15,0,0,17,0,0,6,3,0,0,17,0,0,0,0,4,8,0,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,75,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,37,0,0,0,9,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Llano,5,0,0,0,20,3,1,1,6,2,0,0,2,8,12,14,0,0,0,8,1,4,2,0,0,3,3,8,10,3,5,100,18,7,10,15,11,6,2,4,4,13,18,4,0,0,9,1,1,2,1,0,5,3,1,1,7,6,0,4,4,0,1,2,5,0,3,1,5,1,2,0,0,4,0,8,4,0,1,0,3,0,1,1,3,0,0,2,0,0,0,2,6,0,1,2,0,1,3,1,0,6,3,3,1,0,0,0,1,3,1,2,2,1,0,2,1,0,0,1,0,0,4,0,2,0,1,2,0,5,0,0,2,2,0,0,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,-1,-7,0,0,0,0,0,3,0,1,0,1,2,0,1,0,2,0,1,0,0,0,0,4,0,2,3,1,0,1,0,0,4,4,1,0,1,0,0,2,2,2,3,2,6,0,0,5,0,7,2,4,0,7,9,13,9,6,8,0,15,3,13,5,12,3,0,9,2,10,12,26,2,0,14,5,20,9,8,6,0,11,7,18,12,9,5,0,16,3,12,0,15,10,0,7,6,5,10,3,2,0,13,10,12,5,4,6,0,0,16,7,3,0,11,0,9,2,5,5,4,6,0,9,2,5,8,6,6,0,5,6,5,2,2,3,0,6,2,5,3,3,3,0,6,1,2,0,4,2,0,5,4,0,0,0,5,0,2,2,2,2,1,0,0,0,10,1,3,2,0,0,2,0,3,0,0,0,0,11,1,3,1,3,2,1,1,1,2,4,3,6,2,3,3,1,1,3,2,2,1,2,3,2,5,1,4,6,1,12,2,0
Loving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lubbock,256,0,490,65,262,315,287,176,366,143,173,136,210,140,170,136,105,182,110,117,159,118,110,59,78,88,123,120,133,97,60,80,78,112,63,93,79,51,18,38,56,70,73,42,45,28,14,49,32,22,49,22,8,18,21,45,30,25,24,13,15,16,5,27,18,8,11,12,13,16,18,28,0,0,45,7,15,10,9,0,0,24,1,12,33,34,0,0,29,11,14,17,2,0,0,37,14,10,7,9,0,0,23,15,7,1,8,0,0,10,14,5,9,19,0,0,17,15,20,40,20,0,0,46,13,16,20,26,0,0,48,16,27,14,10,0,0,42,19,16,0,30,0,0,23,9,18,15,1,0,0,0,28,11,6,7,0,0,22,1,10,0,9,0,0,24,10,4,2,9,0,0,2,1,4,6,9,0,0,10,9,13,5,13,0,0,0,44,19,16,28,0,0,60,15,35,42,36,0,0,64,73,104,84,64,0,0,182,83,122,104,197,0,0,295,152,185,161,220,0,0,287,105,252,241,274,0,0,435,223,189,223,145,0,0,410,303,313,250,332,0,0,697,280,479,482,266,0,0,780,399,469,278,265,0,0,675,257,258,389,229,0,0,322,241,123,179,159,0,0,267,119,126,138,99,0,0,194,124,88,86,94,0,0,147,80,68,53,56,0,0,164,78,73,82,70,0,0,141,0,164,71,46,0,0,106,67,45,69,48,0,0,192,66,30,86,49,0,0,172,87,122,67,87,0,0,160,92,164,0,0,0,0,411,37,56,75,89,52,31,74,45,63,79,50,22,43,49,66,54,67,42,15,49,62,48,49,118,51,30,52,53,63,102,148
Lynn,0,0,0,0,0,0,33,0,7,0,0,3,6,2,0,0,3,0,0,0,8,3,7,0,0,0,1,2,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2,7,0,2,0,0,0,9,0,3,9,0,0,0,6,5,0,5,0,0,0,15,5,0,17,0,0,0,0,5,0,10,0,0,0,19,9,0,4,0,0,0,12,0,8,0,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,4,0,0,0,3,0,2,0,0,0,0,0,0,2,1,9,1,1,1,2,3,10,5,0,0,3,6,5,3,0,0,0,2,1,8,1,0,1,0,0,0,0,0
Madison,6,0,1,0,6,-2,4,1,3,0,0,0,-2,5,1,-5,0,2,0,8,10,-2,0,0,0,6,0,0,6,0,0,58,8,-1,3,1,0,0,-1,0,0,1,3,-1,0,0,4,0,1,0,-2,0,3,1,-4,7,4,3,0,3,3,0,1,3,3,0,0,2,2,2,2,5,0,3,0,3,2,0,-2,0,3,-6,1,2,2,3,0,5,-2,3,0,-2,-4,0,2,2,2,1,1,1,0,1,1,-1,4,0,-2,0,1,1,0,2,1,-2,0,2,1,1,2,-2,5,0,1,2,2,1,3,0,-7,0,3,0,1,-2,-2,0,3,1,0,5,-2,1,0,3,-2,1,0,-1,2,0,0,0,2,0,-1,-3,0,2,2,4,-1,0,-1,0,0,-3,1,0,0,-3,0,0,-3,-1,1,0,2,0,1,4,0,3,0,1,-3,2,0,1,0,0,2,0,1,-2,3,0,-3,3,0,1,-1,0,4,5,5,0,4,0,3,0,4,7,0,8,0,8,0,5,8,0,12,9,6,1,3,7,0,12,0,5,9,7,2,0,3,6,6,5,11,14,0,7,9,9,3,14,5,0,10,3,3,0,13,7,0,7,-2,3,9,0,3,0,0,6,2,7,0,4,0,8,1,2,6,-2,3,0,4,5,0,3,2,3,0,3,3,3,4,9,-2,0,3,3,7,4,0,2,0,2,0,0,0,5,0,0,3,2,2,0,0,0,0,1,-3,1,0,0,0,8,0,5,-1,-5,0,4,0,0,1,4,0,0,0,0,3,1,2,1,4,0,1,0,2,1,0,0,3,1,0,0,0,1,1,2,2,1,1,2,4,1,3,2,3,3,0,1,1
Marion,0,3,5,3,2,10,2,2,4,5,3,13,3,1,3,4,16,2,6,0,3,1,2,0,0,5,1,1,2,2,0,3,2,1,1,2,2,0,0,2,3,2,0,2,1,4,0,0,0,0,1,1,0,0,1,1,0,2,1,1,0,-1,0,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,1,-1,1,1,0,2,0,1,1,2,0,0,0,1,2,1,0,0,1,1,3,0,3,3,0,3,0,5,0,1,1,1,1,5,3,2,0,3,1,0,1,2,4,1,6,1,0,2,5,3,0,4,14,0,1,8,0,9,11,1,2,10,2,18,3,3,0,0,17,6,3,4,3,0,0,5,4,6,0,1,0,0,5,2,3,3,5,0,0,5,0,4,1,2,0,0,2,1,2,-1,0,0,0,1,1,1,1,0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,2,2,2,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0
